country_iso,country_name,year,ev_stock,ev_sales,lithium_prod_t,cobalt_prod_t,mine_production_prod_t,lithium_import_t,lithium_export_t,cobalt_import_t,cobalt_export_t,nickel_import_t,nickel_export_t,graphite_import_t,graphite_export_t,battery_demand_mwh_est
GBR,United Kingdom,2017,129000.0,49000.0,,,,,,,,,,,,2940.0
GBR,United Kingdom,2018,186000.0,62000.0,,,,,,,,,,,,3720.0
GBR,United Kingdom,2019,251000.0,75000.0,,,,,,,,,,,,4500.0
GBR,United Kingdom,2020,410000.0,178000.0,,,,,,,,,,,,10680.0
GBR,United Kingdom,2021,710000.0,310000.0,,,,,,,,,,,,18600.0
GBR,United Kingdom,2022,950000.0,370000.0,,,,,,,,,,,,22200.0
GBR,United Kingdom,2023,1580000.0,450000.0,,,,,,,,,,,,27000.0
GBR,United Kingdom,2024,2170000.0,550000.0,,,,,,,,,,,,33000.0
GRC,Greece,2015,119.0,57.0,,,,,,,,,,,,3.42
GRC,Greece,2016,218.0,97.0,,,,,,,,,,,,5.819999999999999
GRC,Greece,2017,410.0,190.0,,,,,,,,,,,,11.4
GRC,Greece,2018,720.0,298.0,,,,,,,,,,,,17.88
GRC,Greece,2019,1200.0,480.0,,,,,,,,,,,,28.799999999999997
GRC,Greece,2020,3300.0,2180.0,,,,,,,,,,,,130.79999999999998
GRC,Greece,2021,10300.0,7000.0,,,,,,,,,,,,420.0
GRC,Greece,2022,19400.0,8300.0,,,,,,,,,,,,498.0
GRC,Greece,2023,34000.0,17000.0,,,,,,,,,,,,1020.0
GRC,Greece,2024,45000.0,17000.0,,,,,,,,,,,,1020.0
IND,India,2019,8607.0,687.0,,,,,,,,,,,,41.22
IND,India,2020,12050.0,3143.0,,,,,,,,,,,,188.57999999999998
IND,India,2021,23100.0,12050.0,,,,,,,,,,,,723.0
IND,India,2022,72120.0,48023.0,,,,,,,,,,,,2881.38
IND,India,2023,150390.0,82270.0,,,,,,,,,,,,4936.2
IND,India,2024,240480.0,92095.0,,,,,,,,,,,,5525.7
ISL,Iceland,2012,40.0,26.0,,,,,,,,,,,,1.56
ISL,Iceland,2013,142.0,103.0,,,,,,,,,,,,6.18
ISL,Iceland,2014,292.0,229.0,,,,,,,,,,,,13.74
ISL,Iceland,2015,710.0,560.0,,,,,,,,,,,,33.6
ISL,Iceland,2016,1560.0,1160.0,,,,,,,,,,,,69.6
ISL,Iceland,2017,3900.0,3040.0,,,,,,,,,,,,182.4
ISL,Iceland,2018,8000.0,3680.0,,,,,,,,,,,,220.79999999999998
ISL,Iceland,2019,11000.0,3100.0,,,,,,,,,,,,186.0
ISL,Iceland,2020,15000.0,4900.0,,,,,,,,,,,,294.0
ISL,Iceland,2021,21500.0,9100.0,,,,,,,,,,,,546.0
ISL,Iceland,2022,33000.0,12000.0,,,,,,,,,,,,720.0
ISL,Iceland,2023,44000.0,12400.0,,,,,,,,,,,,744.0
ISL,Iceland,2024,53000.0,4300.0,,,,,,,,,,,,258.0
ISR,Israel,2012,611.0,601.0,,,,,,,,,,,,36.059999999999995
ISR,Israel,2013,1018.0,477.0,,,,,,,,,,,,28.619999999999997
ISR,Israel,2014,1270.0,58.0,,,,,,,,,,,,3.48
ISR,Israel,2015,1340.0,68.0,,,,,,,,,,,,4.08
ISR,Israel,2016,1400.0,68.0,,,,,,,,,,,,4.08
ISR,Israel,2017,3100.0,1630.0,,,,,,,,,,,,97.8
ISR,Israel,2018,6800.0,3730.0,,,,,,,,,,,,223.79999999999998
ISR,Israel,2019,11400.0,4750.0,,,,,,,,,,,,285.0
ISR,Israel,2020,18800.0,6900.0,,,,,,,,,,,,414.0
ISR,Israel,2021,43000.0,24000.0,,,,,,,,,,,,1440.0
ISR,Israel,2022,88000.0,43000.0,,,,,,,,,,,,2580.0
ISR,Israel,2023,151000.0,65000.0,,,,,,,,,,,,3900.0
ISR,Israel,2024,228000.0,76400.0,,,,,,,,,,,,4584.0
ITA,Italy,2013,2180.0,1040.0,,,,,,,,,,,,62.4
ITA,Italy,2014,3620.0,1340.0,,,,,,,,,,,,80.39999999999999
ITA,Italy,2015,5700.0,2240.0,,,,,,,,,,,,134.4
ITA,Italy,2016,8500.0,2700.0,,,,,,,,,,,,162.0
ITA,Italy,2017,13400.0,4900.0,,,,,,,,,,,,294.0
ITA,Italy,2018,23000.0,9700.0,,,,,,,,,,,,582.0
ITA,Italy,2019,40000.0,17500.0,,,,,,,,,,,,1050.0
ITA,Italy,2020,99000.0,60000.0,,,,,,,,,,,,3600.0
ITA,Italy,2021,230000.0,138000.0,,,,,,,,,,,,8280.0
ITA,Italy,2022,350000.0,114000.0,,,,,,,,,,,,6840.0
ITA,Italy,2023,490000.0,136000.0,,,,,,,,,,,,8160.0
ITA,Italy,2024,600000.0,118000.0,,,,,,,,,,,,7080.0
JPN,Japan,2011,16015.0,13015.0,,,,,,,,,,,,780.9
JPN,Japan,2012,41000.0,24000.0,,,,,,,,,,,,1440.0
JPN,Japan,2013,69000.0,29000.0,,,,,,,,,,,,1740.0
JPN,Japan,2014,111000.0,32000.0,,,,,,,,,,,,1920.0
JPN,Japan,2015,134000.0,24000.0,,,,,,,,,,,,1440.0
JPN,Japan,2016,153000.0,24400.0,,,,,,,,,,,,1464.0
JPN,Japan,2017,200000.0,54000.0,,,,535733.338452,18318.335284000004,0.208285,3502.225,3629717.929,23473.2,51949.819711,1148.548159,3240.0
JPN,Japan,2018,230000.0,50000.0,,,,462962.315696,18603.255,9706.813,2682.489,3710597.238584,16502.308,57879.272585,837.815519,3000.0
JPN,Japan,2019,260000.0,39000.0,,,,396868.665854,26249.56829,9165.814,3004.269,3890933.359,19135.234,48374.867416,924.64271,2340.0
JPN,Japan,2020,300000.0,30000.0,,,,308679.559081,36040.283174,8097.138,3748.219,2551230.335804,28694.515,34778.531253,927.885461,1800.0
JPN,Japan,2021,340000.0,45000.0,,,,491555.810402,40619.786206,0.0,3141.271,3132920.207,16312.365,45967.60216,1045.921572,2700.0
JPN,Japan,2022,410000.0,97000.0,,,,2233387.680233,564609.758165,7478.68,2490.993,2557765.642606,10614.547,41692.117301,1101.252962,5820.0
JPN,Japan,2023,540000.0,140000.0,,,,2413286.671013,1077320.145479,6548.597,3549.444,1167088.060225,22427.368,36707.508909,637.938951,8400.0
JPN,Japan,2024,620000.0,103000.0,,,,527066.786888,92266.15769,4482.326,2952.97,638401.32576,23771.055,29653.269305,954.631805,6180.0
JPN,,2025,,,,,,200317.984487,42525.146772,3609.8,2803.768,792660.0500640001,30107.619,31619.10553,927.366575,
KOR,South Korea,2015,6050.0,3350.0,,,,,,,,,,,,201.0
KOR,South Korea,2016,10580.0,5030.0,,,,,,,,,,,,301.8
KOR,South Korea,2017,25300.0,14670.0,,,,20754.777550000003,177189.07436,0.02827,2087.85398,3398015.770635,6199.4805,40326.258396,409.96223,880.1999999999999
KOR,South Korea,2018,60600.0,59400.0,,,,198775.29239,189246.37841,2797.09465,609.707701,3378585.8482,3331.433,58343.187113,646.3028499999999,3564.0
KOR,South Korea,2019,100000.0,35700.0,,,,38577.80653,202145.13186,466.69096,2817.68616,3192518.982711,2175.87878,0.0,191.79359,2142.0
KOR,South Korea,2020,144000.0,39700.0,,,,184414.497926,157501.10705,6512.322676,5826.49046,2958880.352805,1842.23815,0.0,238.216478,2382.0
KOR,South Korea,2021,234000.0,91000.0,,,,215181.47091499995,161923.397279,0.0191,736.44092,3216085.988162,2549.1579,52420.953572,114.373778,5460.0
KOR,South Korea,2022,357000.0,131000.0,,,,219788.061456,169523.835281,10776.956355,1322.70615,2687510.773116,3457.370825,48358.414749,201.198689,7860.0
KOR,South Korea,2023,489000.0,132000.0,,,,138513.091653,120576.65419,12352.959508,621.08934,3035545.7663720003,5293.6433,0.0,199.487406,7920.0
KOR,South Korea,2024,617000.0,127900.0,,,,304503.31350199995,132566.019191,8097.077547999999,114.723275,2692847.222932,3343.7314,28800.924966,2691.937207,7674.0
MAR,,1995,,,,537.0,,,,,,,,,,
MAR,,1996,,,,565.0,,,,,,,,,,
MAR,,1997,,,,714.0,,,,,,,,,,
MAR,,1998,,,,287.0,,,,,,,,,,
MAR,,1999,,,,863.0,,,,,,,,,,
MAR,,2000,,,,967.0,,,,,,,,,,
MAR,,2001,,,,1242.0,,,,,,,,,,
MAR,,2002,,,,1453.0,,,,,,,,,,
MAR,,2003,,,,1391.0,,,,,,,,,,
MAR,,2004,,,,1600.0,,,,,,,,,,
MAR,,2005,,,,1600.0,,,,,,,,,,
MAR,,2006,,,,2600.0,,,,,,,,,,
MAR,,2007,,,,1800.0,,,,,,,,,,
MAR,,2008,,,,1700.0,,,,,,,,,,
MAR,,2009,,,,2610.0,,,,,,,,,,
MAR,,2010,,,,3110.0,,,,,,,,,,
MAR,,2011,,,,2160.0,,,,,,,,,,
MAR,,2012,,,,2000.0,,,,,,,,,,
MAR,,2013,,,,2000.0,,,,,,,,,,
MAR,,2014,,,,2150.0,,,,,,,,,,
MAR,,2015,,,,2250.0,,,,,,,,,,
MAR,,2016,,,,2729.869,,,,,,,,,,
MAR,,2017,,,,2523.9153,,,,,,,,,,
MAR,,2018,,,,1806.0,,,,,,,,,,
MAR,,2019,,,,2397.0,,,,,,,,,,
MAR,,2020,,,,2416.0,,,,,,,,,,
MAR,,2021,,,,1796.0,,,,,,,,,,
MAR,,2022,,,,1690.0,,,,,,,,,,
MAR,,2023,,,,1690.0,,,,,,,,,,
MAR,,2024,,,,1690.0,,,,,,,,,,
MDG,,1995,,,,0.0,,,,,,,,,,
MDG,,1996,,,,0.0,,,,,,,,,,
MDG,,1997,,,,0.0,,,,,,,,,,
MDG,,1998,,,,0.0,,,,,,,,,,
MDG,,1999,,,,0.0,,,,,,,,,,
MDG,,2000,,,,0.0,,,,,,,,,,
MDG,,2001,,,,0.0,,,,,,,,,,
MDG,,2002,,,,0.0,,,,,,,,,,
MDG,,2003,,,,0.0,,,,,,,,,,
MDG,,2004,,,,0.0,,,,,,,,,,
MDG,,2005,,,,0.0,,,,,,,,,,
MDG,,2006,,,,0.0,,,,,,,,,,
MDG,,2007,,,,0.0,,,,,,,,,,
MDG,,2008,,,,0.0,,,,,,,,,,
MDG,,2009,,,,0.0,,,,,,,,,,
MDG,,2010,,,,165.0,,,,,,,,,,
MDG,,2011,,,,500.0,,,,,,,,,,
MDG,,2012,,,,600.0,,,,,,,,,,
MDG,,2013,,,,2400.0,,,,,,,,,,
MDG,,2014,,,,3400.0,,,,,,,,,,
MDG,,2015,,,,4000.0,,,,,,,,,,
MDG,,2016,,,,3800.0,,,,,,,,,,
MDG,,2017,,,,3053.0,,,,,,,,,,
MDG,,2018,,,,2852.0,,,,,,,,,,
MDG,,2019,,,,2897.0,,,,,,,,,,
MDG,,2020,,,,833.0,,,,,,,,,,
MDG,,2021,,,,2000.0,,,,,,,,,,
MDG,,2022,,,,3300.0,,,,,,,,,,
MDG,,2023,,,,3500.0,,,,,,,,,,
MDG,,2024,,,,2600.0,,,,,,,,,,
MEX,Mexico,2015,247.0,99.0,,,,,,,,,,,,5.9399999999999995
MEX,Mexico,2016,1030.0,770.0,,,,,,,,,,,,46.199999999999996
MEX,Mexico,2017,2230.0,1200.0,,,,42312.11973,22788.510595,0.0,0.189804,3341.237633,0.0,1941.620587,3520.238557,72.0
MEX,Mexico,2018,4030.0,1800.0,,,,3.222642,11162.638304,0.0,0.009364,3331.750214,0.0,0.0,1939.375723,108.0
MEX,Mexico,2019,5600.0,1690.0,,,,0.0,14175.314805,0.0,0.0,203.963456,0.0,2347.930749,0.0,101.39999999999999
MEX,Mexico,2020,9500.0,3800.0,,,,0.0,13104.406642999998,0.0,0.0,776.816613,8.055363,2013.052445,0.0,228.0
MEX,Mexico,2021,16000.0,6500.0,,,,73189.646916,0.0,0.0,0.0,1884.297,0.0,1122.567438,3822.75,390.0
MEX,Mexico,2022,24000.0,8400.0,,,,104139.864,90810.406,4.991,0.0,2255.733,0.0,4041.562,6152.964,504.0
MEX,Mexico,2023,41000.0,16100.0,,,,102226.728,74984.755,3.031,0.0,1787.519,0.0,3640.614,2882.65,966.0
MEX,Mexico,2024,68000.0,27100.0,,,,96240.636,104786.395,4.428,0.0,2233.206,0.0,3899.672,5240.751,1626.0
MEX,,2025,,,,,,96659.125,109134.924,0.0,0.0,1844.371,0.0,3461.667,6044.946,
NCL,,1995,,,,1100.0,,,,,,,,,,
NCL,,1996,,,,1100.0,,,,,,,,,,
NCL,,1997,,,,1000.0,,,,,,,,,,
NCL,,1998,,,,1000.0,,,,,,,,,,
NCL,,1999,,,,1100.0,,,,,,,,,,
NCL,,2000,,,,1200.0,,,,,,,,,,
NCL,,2001,,,,1400.0,,,,,,,,,,
NCL,,2002,,,,2780.0,,,,,,,,,,
NCL,,2003,,,,2602.0,,,,,,,,,,
NCL,,2004,,,,2726.0,,,,,,,,,,
NCL,,2005,,,,1769.0,,,,,,,,,,
NCL,,2006,,,,1629.0,,,,,,,,,,
NCL,,2007,,,,2250.0,,,,,,,,,,
NCL,,2008,,,,2110.0,,,,,,,,,,
NCL,,2009,,,,2000.0,,,,,,,,,,
NCL,,2010,,,,2850.0,,,,,,,,,,
NCL,,2011,,,,3100.0,,,,,,,,,,
NCL,,2012,,,,2670.0,,,,,,,,,,
NCL,,2013,,,,3190.0,,,,,,,,,,
NCL,,2014,,,,4040.0,,,,,,,,,,
NCL,,2015,,,,3640.0,,,,,,,,,,
NCL,,2016,,,,3188.0,,,,,,,,,,
NCL,,2017,,,,2780.0,,,,,,,,,,
NCL,,2018,,,,2104.0,,,,,,,,,,
NCL,,2019,,,,1703.0,,,,,,,,,,
NCL,,2020,,,,2197.0,,,,,,,,,,
NCL,,2021,,,,1500.0,,,,,,,,,,
NCL,,2022,,,,1770.0,,,,,,,,,,
NCL,,2023,,,,1770.0,,,,,,,,,,
NCL,,2024,,,,1770.0,,,,,,,,,,
NLD,Netherlands,2010,281.0,,,,,,,,,,,,,
NLD,Netherlands,2011,1126.0,877.0,,,,,,,,,,,,52.62
NLD,Netherlands,2012,6300.0,5090.0,,,,,,,,,,,,305.4
NLD,Netherlands,2013,28200.0,22600.0,,,,,,,,,,,,1356.0
NLD,Netherlands,2014,43800.0,14700.0,,,,,,,,,,,,882.0
NLD,Netherlands,2015,88400.0,15400.0,,,,,,,,,,,,924.0
NLD,Netherlands,2016,112000.0,43000.0,,,,,,,,,,,,2580.0
NLD,Netherlands,2017,118000.0,26000.0,,,,155963.1929,122406.495,4.8471660000000005,1179.160617,19024.719318,48942.618507,13999.704,12649.998,1560.0
NLD,Netherlands,2018,143000.0,27600.0,,,,178367.657,148256.793,2149.666659,1012.970171,49889.819441,42059.96343900001,5189.856,7493.546983,1656.0
NLD,Netherlands,2019,207000.0,66500.0,,,,136698.880601,150549.09399999998,2233.724242,2183.410638,34742.667238999995,46422.645,11720.794,9198.856,3990.0
NLD,Netherlands,2020,290000.0,87000.0,,,,116734.895988,124615.17923,3007.58891,3183.1593820000003,35315.339351,38419.3388,12285.577,12053.791,5220.0
NLD,Netherlands,2021,390000.0,94000.0,,,,112258.029718,133070.341444,2.429,2668.905072,35688.542,43038.014,9737.662,11597.188,5640.0
NLD,Netherlands,2022,530000.0,107000.0,,,,131546.173286,149814.41700000002,4347.518797,3267.772187,54825.645736,37650.295000000006,15902.314,28715.54,6420.0
NLD,Netherlands,2023,730000.0,156000.0,,,,127194.548538,92777.581538,2374.933954,1765.386851,35623.772258000005,50018.293,10715.461,11676.573013,9360.0
NLD,Netherlands,2024,980000.0,182000.0,,,,143414.09689899997,99862.492121,2310.911282,1753.6927260000002,27904.669995,34850.266156000005,8936.849209,11103.469307,10920.0
NOR,Norway,2010,2702.0,,,,,,,,,,,,,
NOR,Norway,2011,3903.0,,,,,,,,,,,,,
NOR,Norway,2012,8340.0,4220.0,,,,,,,,,,,,253.2
NOR,Norway,2013,15660.0,8240.0,,,,,,,,,,,,494.4
NOR,Norway,2014,35300.0,21700.0,,,,,,,,,,,,1302.0
NOR,Norway,2015,69000.0,33900.0,,,,,,,,,,,,2034.0
NOR,Norway,2016,114000.0,45000.0,,,,,,,,,,,,2700.0
NOR,Norway,2017,180000.0,62000.0,,,,,,,,,,,,3720.0
NOR,Norway,2018,247000.0,73000.0,,,,,,,,,,,,4380.0
NOR,Norway,2019,330000.0,79000.0,,,,,,,,,,,,4740.0
NOR,Norway,2020,490000.0,106000.0,,,,,,,,,,,,6360.0
NOR,Norway,2021,630000.0,148000.0,,,,,,,,,,,,8880.0
NOR,Norway,2022,790000.0,156000.0,,,,,,,,,,,,9360.0
NOR,Norway,2023,900000.0,110000.0,,,,,,,,,,,,6600.0
NOR,Norway,2024,960000.0,113500.0,,,,,,,,,,,,6810.0
NZL,New Zealand,2011,29.0,15.0,,,,,,,,,,,,0.8999999999999999
NZL,New Zealand,2012,56.0,27.0,,,,,,,,,,,,1.6199999999999999
NZL,New Zealand,2013,92.0,36.0,,,,,,,,,,,,2.16
NZL,New Zealand,2014,410.0,320.0,,,,,,,,,,,,19.2
NZL,New Zealand,2015,910.0,500.0,,,,,,,,,,,,30.0
NZL,New Zealand,2016,2360.0,1540.0,,,,,,,,,,,,92.39999999999999
NZL,New Zealand,2017,5900.0,3440.0,,,,,,,,,,,,206.4
NZL,New Zealand,2018,11400.0,5600.0,,,,,,,,,,,,336.0
NZL,New Zealand,2019,17400.0,6900.0,,,,,,,,,,,,414.0
NZL,New Zealand,2020,22900.0,5400.0,,,,,,,,,,,,324.0
NZL,New Zealand,2021,35400.0,10300.0,,,,,,,,,,,,618.0
NZL,New Zealand,2022,65000.0,28200.0,,,,,,,,,,,,1692.0
NZL,New Zealand,2023,92000.0,30000.0,,,,,,,,,,,,1800.0
NZL,New Zealand,2024,113000.0,9700.0,,,,,,,,,,,,582.0
OWID_WRL,,1995,,,9485.481,20654.0,,,,,,,,,,
OWID_WRL,,1996,,,14783.804,23015.0,,,,,,,,,,
OWID_WRL,,1997,,,15591.14,24303.0,,,,,,,,,,
OWID_WRL,,1998,,,14192.644,26941.0,,,,,,,,,,
OWID_WRL,,1999,,,12875.787,29013.346,,,,,,,,,,
OWID_WRL,,2000,,,14283.851,34799.48,,,,,,,,,,
OWID_WRL,,2001,,,14002.716,39669.94,,,,,,,,,,
OWID_WRL,,2002,,,15486.188,44904.0,,,,,,,,,,
OWID_WRL,,2003,,,18086.103000000003,44579.0,,,,,,,,,,
OWID_WRL,,2004,,,19361.534,54255.0,,,,,,,,,,
OWID_WRL,,2005,,,20947.239,60607.0,,,,,,,,,,
OWID_WRL,,2006,,,24263.863,66331.0,,,,,,,,,,
OWID_WRL,,2007,,,26374.807,66382.0,,,,,,,,,,
OWID_WRL,,2008,,,26328.201,82928.0,,,,,,,,,,
OWID_WRL,,2009,,,19532.03,93532.0,,,,,,,,,,
OWID_WRL,World,2010,20400.0,7450.0,26476.818000000003,129462.0,,,,,,,,,,447.0
OWID_WRL,World,2011,67500.0,49000.0,33033.84,148242.0,,,,,,,,,,2940.0
OWID_WRL,World,2012,190000.0,118000.0,34745.956,135436.0,,,,,,,,,,7080.0
OWID_WRL,World,2013,390000.0,201000.0,30391.504,131582.0,,,,,,,,,,12060.0
OWID_WRL,World,2014,710000.0,330000.0,30951.284,130733.22,,,,,,,,,,19800.0
OWID_WRL,World,2015,1250000.0,520000.0,29543.085000000003,137217.47999999998,,,,,,,,,,31200.0
OWID_WRL,World,2016,2000000.0,780000.0,38217.278,118418.44,,,,,,,,,,46800.0
OWID_WRL,World,2017,3100000.0,1200000.0,50850.212,137319.23,,,,,,,,,,72000.0
OWID_WRL,World,2018,5100000.0,2050000.0,95134.28,150927.3,,,,,,,,,,123000.0
OWID_WRL,World,2019,7200000.0,2080000.0,86921.616,120029.7,,,,,,,,,,124800.0
OWID_WRL,World,2020,10200000.0,2970000.0,83705.12999999999,131468.75,,,,,,,,,,178200.0
OWID_WRL,World,2021,16300000.0,6600000.0,107859.665,137523.56,,,,,,,,,,396000.0
OWID_WRL,World,2022,26000000.0,10200000.0,157809.71,168290.77000000002,,,,,,,,,,612000.0
OWID_WRL,World,2023,40000000.0,13700000.0,211411.68,203355.71,,,,,,,,,,822000.0
OWID_WRL,World,2024,58000000.0,17500000.0,244636.8,270815.95,,,,,,,,,,1050000.0
PER,,2017,,,,,,13022.8729,15.69881,0.0,0.0,81.629,0.26269,0.0,0.0,
PER,,2018,,,,,,12420.67327,637.544046,0.07769,0.0,87.7878,0.4062,0.0,1.02,
PER,,2019,,,,,,15762.27659,318.31158,0.16998,0.0,80.22009,1.3258,0.0,0.0,
PER,,2020,,,,,,9391.029369999998,1115.70129,1.22163,0.0,76.42799000000001,0.2,91.880826,0.0,
PER,,2021,,,,,,10231.54462,2748.93796,0.0,0.0,97.00684,0.87764,72.03492999999999,0.0,
PER,,2022,,,,,,4459.364528,7.0,0.968361,0.0,109.5351,1.2134,56.898547,0.0,
PER,,2023,,,,,,2880.64904,53700.96832,1.55445,0.0,84.12877999999999,5.4,97.573579,0.6197999999999999,
PER,,2024,,,,,,3184.885081,0.0,1.35051,0.0,94.40237,5.88244,0.0,0.4,
PHL,,1995,,,,0.0,,,,,,,,,,
PHL,,1996,,,,0.0,,,,,,,,,,
PHL,,1997,,,,0.0,,,,,,,,,,
PHL,,1998,,,,0.0,,,,,,,,,,
PHL,,1999,,,,0.0,,,,,,,,,,
PHL,,2000,,,,0.0,,,,,,,,,,
PHL,,2001,,,,0.0,,,,,,,,,,
PHL,,2002,,,,0.0,,,,,,,,,,
PHL,,2003,,,,100.0,,,,,,,,,,
PHL,,2004,,,,100.0,,,,,,,,,,
PHL,,2005,,,,300.0,,,,,,,,,,
PHL,,2006,,,,900.0,,,,,,,,,,
PHL,,2007,,,,1000.0,,,,,,,,,,
PHL,,2008,,,,1200.0,,,,,,,,,,
PHL,,2009,,,,1400.0,,,,,,,,,,
PHL,,2010,,,,2100.0,,,,,,,,,,
PHL,,2011,,,,2000.0,,,,,,,,,,
PHL,,2012,,,,2700.0,,,,,,,,,,
PHL,,2013,,,,2800.0,,,,,,,,,,
PHL,,2014,,,,4600.0,,,,,,,,,,
PHL,,2015,,,,4300.0,,,,,,,,,,
PHL,,2016,,,,4000.0,,,,,,,,,,
PHL,,2017,,,,4600.0,,,,,,,,,,
PHL,,2018,,,,4750.0,,,,,,,,,,
PHL,,2019,,,,5100.0,,,,,,,,,,
PHL,,2020,,,,4922.5044,,,,,,,,,,
PHL,,2021,,,,4329.723000000001,,,,,,,,,,
PHL,,2022,,,,4650.777,,,,,,,,,,
PHL,,2023,,,,4473.510700000001,,,,,,,,,,
PHL,,2024,,,,4123.06,,,,,,,,,,
PNG,,1995,,,,0.0,,,,,,,,,,
PNG,,1996,,,,0.0,,,,,,,,,,
PNG,,1997,,,,0.0,,,,,,,,,,
PNG,,1998,,,,0.0,,,,,,,,,,
PNG,,1999,,,,0.0,,,,,,,,,,
PNG,,2000,,,,0.0,,,,,,,,,,
PNG,,2001,,,,0.0,,,,,,,,,,
PNG,,2002,,,,0.0,,,,,,,,,,
PNG,,2003,,,,0.0,,,,,,,,,,
PNG,,2004,,,,0.0,,,,,,,,,,
PNG,,2005,,,,0.0,,,,,,,,,,
PNG,,2006,,,,0.0,,,,,,,,,,
PNG,,2007,,,,0.0,,,,,,,,,,
PNG,,2008,,,,0.0,,,,,,,,,,
PNG,,2009,,,,0.0,,,,,,,,,,
PNG,,2010,,,,0.0,,,,,,,,,,
PNG,,2011,,,,0.0,,,,,,,,,,
PNG,,2012,,,,469.0,,,,,,,,,,
PNG,,2013,,,,1013.0,,,,,,,,,,
PNG,,2014,,,,2134.0,,,,,,,,,,
PNG,,2015,,,,2505.0,,,,,,,,,,
PNG,,2016,,,,2190.0,,,,,,,,,,
PNG,,2017,,,,3310.0,,,,,,,,,,
PNG,,2018,,,,3280.0,,,,,,,,,,
PNG,,2019,,,,2910.0,,,,,,,,,,
PNG,,2020,,,,2940.0,,,,,,,,,,
PNG,,2021,,,,2953.0,,,,,,,,,,
PNG,,2022,,,,2990.0,,,,,,,,,,
PNG,,2023,,,,3070.0,,,,,,,,,,
PNG,,2024,,,,2800.0,,,,,,,,,,
POL,Poland,2010,,16.0,,,,,,,,,,,,0.96
POL,Poland,2012,,48.0,,,,,,,,,,,,2.88
POL,Poland,2013,,37.0,,,,,,,,,,,,2.2199999999999998
POL,Poland,2014,,201.0,,,,,,,,,,,,12.059999999999999
POL,Poland,2015,,220.0,,,,,,,,,,,,13.2
POL,Poland,2016,,510.0,,,,,,,,,,,,30.599999999999998
POL,Poland,2017,,1080.0,,,,,,,,,,,,64.8
POL,Poland,2018,,1380.0,,,,,,,,,,,,82.8
POL,Poland,2019,8600.0,2700.0,,,,,,,,,,,,162.0
POL,Poland,2020,17700.0,8200.0,,,,,,,,,,,,492.0
POL,Poland,2021,37000.0,16300.0,,,,,,,,,,,,978.0
POL,Poland,2022,61000.0,25000.0,,,,,,,,,,,,1500.0
POL,Poland,2023,99000.0,30000.0,,,,,,,,,,,,1800.0
POL,Poland,2024,119000.0,32000.0,,,,,,,,,,,,1920.0
PRT,,1995,,,160.0,,,,,,,,,,,
PRT,,1996,,,160.0,,,,,,,,,,,
PRT,,1997,,,180.0,,,,,,,,,,,
PRT,,1998,,,160.0,,,,,,,,,,,
PRT,,1999,,,222.93,,,,,,,,,,,
PRT,,2000,,,140.28,,,,,,,,,,,
PRT,,2001,,,173.565,,,,,,,,,,,
PRT,,2002,,,244.875,,,,,,,,,,,
PRT,,2003,,,369.09,,,,,,,,,,,
PRT,,2004,,,430.44,,,,,,,,,,,
PRT,,2005,,,392.775,,,,,,,,,,,
PRT,,2006,,,427.45933,,,,,,,,,,,
PRT,,2007,,,521.32004,,,,,,,,,,,
PRT,,2008,,,523.3165600000001,,,,,,,,,,,
PRT,,2009,,,560.384,,,,,,,,,,,
PRT,,2010,,,601.635,,,,,,,,,,,
PRT,Portugal,2011,,172.0,563.0118,,,,,,,,,,,10.32
PRT,Portugal,2012,,84.0,310.47,,,,,,,,,,,5.04
PRT,Portugal,2013,1137.0,185.0,299.1018,,,,,,,,,,,11.1
PRT,Portugal,2014,1346.0,288.0,261.885,,,,,,,,,,,17.28
PRT,Portugal,2015,2530.0,1100.0,256.79928,,,,,,,,,,,66.0
PRT,Portugal,2016,4400.0,1800.0,386.37,,,,,,,,,,,108.0
PRT,Portugal,2017,8800.0,4400.0,761.1492,,,,,,,,,,,264.0
PRT,Portugal,2018,16700.0,8200.0,1152.2738,,,,,,,,,,,492.0
PRT,Portugal,2019,30000.0,12600.0,898.67806,,,,,,,,,,,756.0
PRT,Portugal,2020,49000.0,19800.0,347.775,,,,,,,,,,,1188.0
PRT,Portugal,2021,78000.0,29000.0,900.0,,,,,,,,,,,1740.0
PRT,Portugal,2022,111000.0,34000.0,380.0,,,,,,,,,,,2040.0
PRT,Portugal,2023,175000.0,63000.0,380.0,,,,,,,,,,,3780.0
PRT,Portugal,2024,240000.0,70000.0,380.0,,,,,,,,,,,4200.0
RUS,,1995,,,,3500.0,,,,,,,,,,
RUS,,1996,,,,3300.0,,,,,,,,,,
RUS,,1997,,,,3300.0,,,,,,,,,,
RUS,,1998,,,,3600.0,,,,,,,,,,
RUS,,1999,,,,3900.0,,,,,,,,,,
RUS,,2000,,,,4000.0,,,,,,,,,,
RUS,,2001,,,,4600.0,,,,,,,,,,
RUS,,2002,,,,4600.0,,,,,,,,,,
RUS,,2003,,,,6100.0,,,,,,,,,,
RUS,,2004,,,,6000.0,,,,,,,,,,
RUS,,2005,,,,6300.0,,,,,,,,,,
RUS,,2006,,,,6300.0,,,,,,,,,,
RUS,,2007,,,,6300.0,,,,,,,,,,
RUS,,2008,,,,6200.0,,,,,,,,,,
RUS,,2009,,,,6100.0,,,,,,,,,,
